0,0.550927,0.499057,0.439484,0.500943,0.545898,0.535523,0.428324,
12,0.547771,0.494184,0.439222,0.500786,0.546251,0.533297,0.425207,
24,0.54557,0.487504,0.439733,0.50224,0.552394,0.535144,0.422771,
36,0.548701,0.483312,0.442654,0.505855,0.554425,0.536807,0.421081,
48,0.550325,0.483561,0.445955,0.507532,0.556075,0.53944,0.418265,
60,0.549958,0.481544,0.443296,0.509614,0.55652,0.539741,0.419706,
72,0.549198,0.478623,0.444357,0.509745,0.557057,0.541811,0.419994,
84,0.547207,0.482343,0.447658,0.511212,0.552394,0.546369,0.420203,
96,0.546068,0.48474,0.446885,0.51471,0.552159,0.542387,0.422351,
108,0.548648,0.486482,0.447344,0.515247,0.551085,0.540789,0.422587,
120,0.550417,0.487098,0.449937,0.514343,0.553102,0.54054,0.422627,
132,0.55043,0.483339,0.447265,0.509536,0.555368,0.541051,0.419024,
144,0.548674,0.478636,0.448706,0.509758,0.552722,0.542649,0.419129,
156,0.549041,0.474274,0.450592,0.507178,0.551792,0.540999,0.420203,
168,0.547862,0.47658,0.453945,0.504401,0.550849,0.54092,0.418029,
180,0.54929,0.47561,0.455452,0.505305,0.546762,0.541378,0.419837,
192,0.548059,0.480575,0.452989,0.504532,0.545321,0.542033,0.417819,
204,0.548701,0.481334,0.450906,0.502135,0.549015,0.545033,0.414558,
216,0.551229,0.48326,0.451365,0.501441,0.54815,0.543527,0.416261,
228,0.550927,0.483339,0.45143,0.501572,0.547784,0.543225,0.416536,
240,0.553049,0.482474,0.451666,0.501297,0.549984,0.538353,0.416811,
252,0.55694,0.480012,0.453356,0.502646,0.553259,0.534528,0.416942,
264,0.562467,0.47544,0.453434,0.510282,0.5495,0.53238,0.413248,
276,0.561904,0.475663,0.453762,0.510819,0.548019,0.532563,0.412763,
288,0.558708,0.478296,0.448156,0.510819,0.550377,0.532039,0.408559,
300,0.556088,0.478702,0.449387,0.510898,0.55098,0.529027,0.406633,
312,0.322789,0.422024,0.369721,0.421146,1.19349,0.374109,0.376428,
324,0.323208,0.420701,0.365464,0.419103,1.19854,0.370586,0.379008,
336,0.320313,0.417217,0.363486,0.416732,1.19771,0.365071,0.386291,
348,0.322592,0.4152,0.3594,0.418566,1.19863,0.362386,0.386147,
360,0.32216,0.418238,0.356819,0.420478,1.20197,0.364285,0.38375,
372,0.320968,0.422037,0.354134,0.423137,1.20119,0.364822,0.382898,
384,0.31844,0.421906,0.353413,0.422391,1.20194,0.363853,0.383815,
396,0.312742,0.422338,0.352405,0.423661,1.20325,0.364285,0.384221,
408,0.309965,0.422613,0.356374,0.428442,1.20292,0.363958,0.386396,
420,0.310882,0.42243,0.358784,0.426609,1.19911,0.362543,0.385937,
432,0.313437,0.42319,0.360094,0.424945,1.19632,0.363853,0.382152,
444,0.316842,0.424945,0.357762,0.433511,1.19952,0.362897,0.380776,
456,0.315179,0.42129,0.354907,0.435162,1.194,0.36646,0.384798,
468,0.315755,0.419444,0.352182,0.434297,1.19512,0.370009,0.38358,
480,0.316305,0.421146,0.35289,0.430158,1.19602,0.370638,0.381484,
492,0.31476,0.422116,0.351174,0.429634,1.19585,0.368673,0.376349,
504,0.315336,0.425927,0.354317,0.42818,1.19848,0.366289,0.373467,
516,0.314995,0.42691,0.357435,0.426595,1.20088,0.365294,0.37331,
528,0.314995,0.42691,0.357435,0.426595,1.20088,0.365294,0.37331,
540,0.314995,0.42691,0.357435,0.426595,1.20088,0.365294,0.37331,
552,0.315428,0.425692,0.357828,0.425403,1.20157,0.365071,0.374057,
564,0.317759,0.423766,0.364744,0.425469,1.20338,0.363892,0.376585,
576,0.31675,0.424945,0.367534,0.427434,1.19931,0.362491,0.380344,
588,0.31641,0.42408,0.364718,0.426281,1.19444,0.364194,0.376297,
600,0.315061,0.423766,0.360592,0.428521,1.19427,0.365713,0.374489,
612,0.455831,0.442523,0.367154,0.504742,1.1304,0.284345,0.278738,
624,0.415042,0.443021,0.369695,0.504558,1.1693,0.284109,0.278607,
636,0.414623,0.440624,0.368804,0.503759,1.16864,0.284672,0.274403,
648,0.414938,0.439484,0.369053,0.502528,1.1695,0.285458,0.273984,
660,0.415475,0.438489,0.36959,0.496712,1.1734,0.283349,0.275346,
672,0.419706,0.438437,0.369839,0.493608,1.17146,0.279668,0.278319,
684,0.422299,0.437454,0.374699,0.49387,1.16371,0.278712,0.277992,
696,0.418776,0.439458,0.371961,0.492429,1.15841,0.277704,0.282183,
708,0.417741,0.440925,0.365006,0.495782,1.158,0.281751,0.287855,
720,0.416798,0.443322,0.367887,0.498219,1.15338,0.281371,0.295007,
732,0.417518,0.442995,0.367285,0.494695,1.15149,0.279996,0.29464,
744,0.417518,0.445798,0.365805,0.496778,1.15417,0.279,0.295334,
756,0.413615,0.447147,0.371869,0.497813,1.16035,0.274337,0.291994,
768,0.413235,0.447186,0.372446,0.497171,1.16127,0.273656,0.291418,
780,0.417413,0.445104,0.372852,0.497498,1.16517,0.274678,0.288706,
792,0.415894,0.444855,0.373677,0.497747,1.16599,0.275176,0.286886,
804,0.412449,0.442419,0.372786,0.496228,1.16855,0.274914,0.284633,
816,0.410013,0.445064,0.375747,0.496555,1.16593,0.271914,0.284973,
828,0.407891,0.449217,0.373428,0.496869,1.15848,0.272019,0.286873,
840,0.411742,0.451142,0.372629,0.501742,1.15548,0.274206,0.290003,
852,0.416392,0.450697,0.369905,0.503995,1.15302,0.272346,0.287737,
864,0.417793,0.450644,0.36608,0.503851,1.15318,0.273185,0.286545,
876,0.419299,0.448549,0.366224,0.503052,1.15473,0.271534,0.285078,
888,0.419155,0.446086,0.361954,0.501087,1.1571,0.269622,0.281279,
900,0.417688,0.446872,0.365713,0.499751,1.16343,0.269713,0.282157,
912,0.443178,0.452531,0.422509,0.430551,1.01905,0.366054,0.30449,
924,0.303207,0.416955,0.418789,0.430957,1.19218,0.366224,0.305551,
936,0.304805,0.41871,0.413287,0.432018,1.19538,0.367783,0.307411,
948,0.311354,0.422509,0.408978,0.430866,1.19952,0.365923,0.306075,
960,0.309494,0.426779,0.409934,0.430604,1.19085,0.362334,0.30318,
972,0.306809,0.428613,0.405611,0.433289,1.18672,0.360172,0.301805,
984,0.304176,0.427224,0.404629,0.433354,1.18633,0.360369,0.303167,
996,0.306311,0.427735,0.40455,0.432084,1.19001,0.36122,0.304019,
